Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Technical language,Other Technical language, Yearly brutto salary   ,  Bonus+Stocks , Annual brutto salary one year ago(Only answer if staying in the same country) ,  Bonus+Stocks one year ago(Only answer if staying in same country) ,Vacation Days,Employment status,Contract duration,Main language ,Company size,Company type,Lost Job
26/11/2020 21:49:57,37,Male,Munich,Software Engineer,15,6,Senior,C#,"Python, PHP, Javascript / Typescript, .NET, Java / Scala, AWS, Azure","€ 80,000.00",,"€ 65,000.00",,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,Yes
26/11/2020 21:50:13,42,Male,Berlin,Software Engineer,20,2,Senior,PHP,"PHP, Javascript / Typescript, AWS, Docker","€ 65,000.00","€ 5,000.00","€ 63,000.00","€ 10,000.00",27,Full-time employee,Unlimited contract,English,101-1000,Startup,No
26/11/2020 22:35:44,31,Male,Nuremberg,QA Engineer,9,5,Middle,Java,"Javascript / Typescript, Java / Scala","€ 60,000.00","€ 65,000.00","€ 57,000.00","€ 59,000.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
26/11/2020 22:44:06,34,Female,Berlin,QA Engineer,1 (as QA Engineer) / 11 in total,11,Senior,Python,"AWS, Kubernetes, Docker","€ 60,000.00","€ 2,000.00","€ 36,000.00", € -   ,28,Full-time employee,Unlimited contract,German,1000+,Product,No
26/11/2020 23:26:02,35,Male,Berlin,Engineering Manager,20,6,Lead,Go,"PHP, Java / Scala, Go, AWS, Docker","€ 85,000.00", € -   ,"€ 75,000.00", € -   ,26,Full-time employee,Unlimited contract,English,11-50,Product,No
26/11/2020 23:40:18,37,Male,Berlin,Software Engineer,11,5,Senior,Python,"C/C++, SQL, Docker","€ 73,000.00","€ 30,000.00","€ 67,000.00", € -   ,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
27/11/2020 00:02:27,34,Male,Berlin,Mobile Developer,9,2,Senior,iOS,Swift,"€ 80,000.00","€ 10,000.00","€ 67,000.00", € -   ,27,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 08:08:17,33,Female,Berlin,Data Scientist,8,4,Senior,Python ,"SQL, Google Cloud, Docker","€ 77,000.00", € -   ,"€ 70,000.00", € -   ,27,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 10:25:49,46,Male,Stuttgart,Software Engineer,13,6,Middle,C++,Python,"€ 70,000.00","€ 3,000.00","€ 68,000.00", € -   ,30,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 11:04:39,34,Male,Berlin,Lead Software Developer,13,2,Lead,C#,".NET, Kubernetes, Docker","€ 65,000.00", € -   ,"€ 65,000.00", € -   ,30,Full-time employee,Unlimited contract,English,51-100,Product,No
27/11/2020 11:09:58,35,Male,Berlin,Software Engineer,15,4,Senior,Java,"Python, SQL, AWS, Docker","€ 85,000.00", € -   ,"€ 85,000.00", € -   ,25,Full-time employee,Unlimited contract,English,11-50,Product,No
27/11/2020 11:46:07,31,Male,Berlin,Software Engineer,7,5,Lead,python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker","€ 80,000.00","€ 10,000.00","€ 85,000.00", € -   ,28,Full-time employee,Unlimited contract,English,1000+,Product,Yes
27/11/2020 11:53:47,24,Male,Berlin,Software Engineer,2,2,Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker","€ 60,000.00", € -   ,"€ 60,000.00", € -   ,28,Full-time employee,Unlimited contract,German,up to 10,Consulting / Agency,No
27/11/2020 12:16:02,30,Male,Hannover,Software Engineer,5,3,Middle,Python,"Javascript / Typescript, Java / Scala, SQL","€ 45,000.00", € -   ,"€ 45,000.00", € -   ,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No
27/11/2020 12:30:01,37,Male,Walldorf,ML Engineer,15,15,Lead,Python,"AWS, Google Cloud, Kubernetes, Docker","€ 80,000.00","€ 15,000.00","€ 75,000.00","€ 15,000.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 12:42:00,39,Male,Munich,Software Engineer,8,7,Senior,Python,C/C++,"€ 130,000.00","€ 50,000.00","€ 125,000.00","€ 50,000.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 12:44:12,26,Female,Berlin,Tech recruiting,"2,5","2,5",Middle,JS,Python,"€ 40,000.00","€ 1,000.00","€ 33,000.00", € -   ,25,Full-time employee,Unlimited contract,English,101-1000,Product,No
27/11/2020 12:53:07,30,Male,Hamburg,Data Scientist,5,4,Head,Python,"R, SQL, AWS","€ 80,000.00","€ 90,000.00","€ 70,000.00","€ 80,000.00",25,Full-time employee,Unlimited contract,English,11-50,Startup,No
27/11/2020 12:56:27,44,Male,Frankfurt,Software Engineer,10,10,Senior,SAP ABAP,SAP / ABAP,"€ 75,000.00","€ 80,000.00","€ 73,000.00","€ 78,000.00",30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No
27/11/2020 13:02:41,26,Male,Munich,ML Engineer,5,4,Senior,Spark,"Python, Java / Scala, R, SQL","€ 180,000.00", € -   ,"€ 190,000.00", € -   ,40,Self-employed (freelancer),Temporary contract,German,up to 10,Consulting / Agency,No
27/11/2020 13:41:01,28,Male,Frankfurt,Mobile Developer,5,1,Senior,Swift,Swift,"€ 50,000.00", € -   ,"€ 50,000.00", € -   ,24,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
27/11/2020 14:14:20,28,Male,"Warsaw, Poland",Software Engineer,6,3 (in Poland),Middle,C#,"Javascript / Typescript, .NET, SQL","€ 52,800.00","€ 4,400.00","€ 47,500.00","€ 3,900.00",26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No
27/11/2020 14:52:02,29,Male,Munich,Data Scientist,4,4,Middle,Python,"Java / Scala, SQL, AWS, Azure","€ 61,500.00","€ 66,500.00","€ 53,000.00","€ 58,000.00",30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
27/11/2020 14:54:00,29,Male,Munich,Software Engineer,4,4,Middle,R,"Python, SQL","€ 78,000.00","€ 4,000.00","€ 78,000.00","€ 4,000.00",30,Full-time employee,Unlimited contract,English,1000+,Semiconductor,No
27/11/2020 15:28:36,36,Male,Berlin,CTO,"15, thereof 8 as CTO",13,C-Level,Java & PHP,"Python, PHP, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker","€ 150,000.00","€ 50,000.00","€ 120,000.00","€ 30,000.00",30,Full-time employee,Unlimited contract,German,101-1000,Media,No
27/11/2020 15:31:37,37,Male,Munich,Software Engineer,14,6,Head,Typescript,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker","€ 84,000.00","€ 84,000.00","€ 84,000.00","€ 80,000.00",30,Full-time employee,Unlimited contract,English,up to 10,Product,No
27/11/2020 15:57:34,35,Male,Berlin,Data Analyst,5,5,Middle,R,"R, SQL, Google Cloud","€ 49,000.00", € -   ,"€ 48,000.00", € -   ,26,Full-time employee,Unlimited contract,English,101-1000,Product,No
27/11/2020 17:18:20,36,Male,Berlin,Backend Developer,5,2,Senior,Java,"Java / Scala, Kubernetes, Docker","€ 70,000.00", € -   ,"€ 60,000.00", € -   ,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
27/11/2020 17:21:50,33,Male,Munich,Backend Developer,10,10,Senior,Java,"Python, Kotlin, Go, Kubernetes","€ 70,000.00", € -   ,"€ 70,000.00","€ 70,000.00",30,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
27/11/2020 17:47:59,30,Male,Berlin,Software Engineer,10,7,Lead,Frontend,"C/C++, Javascript / Typescript, Go, AWS, Docker","€ 115,000.00","€ 17,000.00","€ 100,000.00","€ 8,500.00",28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No
27/11/2020 19:45:57,34,Male,Berlin,BI Developer / Data Engineer,10,5,Senior,SQL,Python,"€ 75,000.00","€ 7,500.00","€ 65,000.00","€ 65,000.00",30,Full-time employee,Unlimited contract,English,101-1000,Product,No
27/11/2020 19:50:24,34,Male,Berlin,DevOps,12,2,Lead,Kubernetes,"Python, Go, AWS, Kubernetes, Docker","€ 94,000.00", € -   ,"€ 92,000.00", € -   ,28,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 20:17:35,31,Male,Munich,ML Engineer,4,4,Senior,Python,Python,"€ 100,000.00","€ 100,000.00","€ 86,000.00","€ 86,000.00",20,Full-time employee,Unlimited contract,English,1000+,Product,No
27/11/2020 21:29:14,33,Male,Frankfurt,Software Engineer,8,5,Senior,C#,"Javascript / Typescript, .NET, SQL","€ 67,000.00","€ 6,000.00","€ 63,500.00","€ 5,000.00",28,Full-time employee,Unlimited contract,English,11-50,Product,No
28/11/2020 08:39:21,33,Male,Heilbronn,Senior Scrum Master (RTE),7,7,Lead,C++,C/C++,"€ 90,000.00", € -   ,"€ 104,000.00","€ 10,000.00",30,Full-time employee,Unlimited contract,German,1000+,Product,No
28/11/2020 12:31:36,31,Male,Berlin,Backend Developer,9,9,Senior,"Grails, Groovy","Java / Scala, SQL, AWS","€ 67,473.00", € -   ,"€ 63,000.00", € -   ,28,Full-time employee,Unlimited contract,English,101-1000,Product,No
28/11/2020 19:20:34,35,Male,Berlin,Data Scientist,15,10,Middle,C++,Python,"€ 60,000.00", € -   ,"€ 60,000.00", € -   ,30,Full-time employee,Temporary contract,English,101-1000,Product,No
28/11/2020 19:42:06,33,Male,Munich,SRE,10,4,Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker","€ 79,000.00", € -   ,"€ 75,000.00","€ 3,000.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
28/11/2020 21:02:40,25,Female,Berlin,support engineer,2,2,Middle,python ,"Python, Javascript / Typescript, Ruby, SQL","€ 45,000.00","€ 45,000.00","€ 12,000.00","€ 12,000.00",26,Full-time employee,Unlimited contract,English,1000+,Startup,Yes
29/11/2020 03:48:11,38,Male,Berlin,Backend Developer,8,8,Senior,Perl,"SQL, Go, AWS, Docker","€ 64,000.00","€ 73,000.00","€ 64,000.00","€ 64,000.00",30,Full-time employee,Unlimited contract,German,1000+,Product,No
29/11/2020 09:34:53,34,Male,Munich,Backend Developer,13,2,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker","€ 105,000.00","€ 15,000.00","€ 70,000.00","€ 7,000.00",30,Full-time employee,Unlimited contract,English,11-50,Startup,No
29/11/2020 13:17:18,27,Male,Berlin,Data Engineer,6,3,Middle,Python,"Python, AWS","€ 74,000.00","€ 21,000.00","€ 70,000.00", € -   ,25,Full-time employee,Unlimited contract,English,1000+,Product,No
29/11/2020 17:12:02,30,Female,Cologne,Data Scientist,8,7,Senior,"Python, cloud computing ","Python, SQL, AWS, Azure","€ 85,000.00","€ 7,000.00","€ 83,200.00","€ 6,800.00",30,Full-time employee,Unlimited contract,both,1000+,Utilities,No
29/11/2020 18:41:38,38,Male,Berlin,Software Engineer,12,6,Senior,Java,Kotlin,"€ 92,000.00","€ 40,000.00","€ 85,000.00","€ 30,000.00",Unlimited,Full-time employee,Unlimited contract,English,1000+,Product,No
29/11/2020 20:04:23,34,Male,City in Russia,Software Architect,14,0,Lead,Haskell,"Python, C/C++, .NET, SQL","€ 100,000.00", € -   ,"€ 80,000.00", € -   ,30,Full-time employee,Temporary contract,English,51-100,Product,No
29/11/2020 20:24:21,29,Male,Berlin,Frontend Developer,8,7,Senior,JavScript,"Javascript / Typescript, AWS, Docker","€ 77,250.00","€ 87,250.00","€ 65,000.00","€ 72,000.00",27,Full-time employee,Unlimited contract,English,101-1000,Product,No
29/11/2020 21:34:45,36,Male,Berlin,Software Engineer,5,1,Middle,JavaScript,Javascript / Typescript,"€ 60,000.00", € -   ,"€ 60,000.00", € -   ,26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
30/11/2020 09:07:15,43,Male,Berlin,Software Engineer,20,3,Middle,Ruby,"Kotlin, PHP, Ruby, Java / Scala, SQL, AWS, Kubernetes, Docker","€ 70,000.00","€ 20,000.00","€ 70,000.00","€ 10,000.00",25,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 10:49:42,36,Male,Nuremberg,Software Engineer,20,20,Lead,Java,"Java / Scala, SQL, Kubernetes, Docker","€ 74,000.00","€ 6,000.00","€ 74,000.00","€ 6,000.00",28,Full-time employee,Unlimited contract,German,1000+,Finance,No
30/11/2020 10:52:55,26,Male,Berlin,Backend Developer,2,2,Junior,Php,"PHP, Javascript / Typescript, SQL, Docker","€ 25,000.00","€ 1,000.00","€ 25,000.00",€ 700.00,24,Full-time employee,Unlimited contract,German,11-50,Product,No
30/11/2020 11:03:07,34,Male,Stuttgart ,Software Engineer,6,6,Head,C++,"Python, Javascript / Typescript, Java / Scala, R, SQL, AWS, Google Cloud, Azure, Kubernetes, Docker","€ 90,000.00","€ 1,000.00","€ 70,000.00", € -   ,30,Full-time employee,Unlimited contract,German,1000+,Product,No
30/11/2020 11:08:23,30,Male,Frankfurt,Big Data Engineer,3,3,Middle,Python,"SQL, Docker, Apache Spark, Apache Hadoop, Oracle, PostgreSQL, Bash, Apache Impala, Apache Hive","€ 65,000.00","€ 3,000.00","€ 47,000.00","€ 47,000.00",30,Full-time employee,Unlimited contract,English,101-1000,Consulting and Product,No
30/11/2020 11:23:45,26,Male,Berlin,Software Engineer,5,1,Middle,Python (Django),"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker","€ 69,000.00","€ 2,000.00","€ 60,000.00", € -   ,27,Full-time employee,Unlimited contract,English,101-1000,Product,No
30/11/2020 11:32:03,33,Female,Brunswick,Software Engineer,6,4,Middle,C++,Python,"€ 58,000.00","€ 6,000.00","€ 53,000.00","€ 14,000.00",30,Full-time employee,Unlimited contract,German,1000+,Product,No
30/11/2020 11:34:22,26,Male,Berlin,Backend Developer,6,3,Senior,Go,"PHP, Go","€ 70,000.00","€ 71,000.00","€ 64,000.00", € -   ,27,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 11:45:40,23,Male,Dublin,Data Analyst,3,0,Senior,Python,"Python, R, SQL","€ 49,200.00","€ 2,000.00","€ 44,500.00","€ 1,500.00",21,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 12:06:18,28,Male,Berlin,ML Engineer,1,1,Junior,Python,"C/C++, AWS, Google Cloud, Docker","€ 43,000.00","€ 43,000.00","€ 42,000.00","€ 42,000.00",14,Full-time employee,Unlimited contract,English,up to 10,Startup,Yes
30/11/2020 12:07:23,35,Male,Berlin,Data Scientist,12,3.5,Senior,Python,"R, SQL, AWS, Docker","€ 77,000.00","€ 12,000.00","€ 65,000.00","€ 10,000.00",27,Full-time employee,Unlimited contract,English,1000+,Startup,Yes
30/11/2020 12:10:34,26,Male,Lisbon,Software Engineer,4,0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL","€ 21,000.00", € -   ,"€ 19,000.00", € -   ,22,Full-time employee,Unlimited contract,English,51-100,Product,No
30/11/2020 12:11:34,30,Male,Barcelona,Data Scientist,5,0,Senior,R,"Python, SQL","€ 40,000.00", € -   ,"€ 40,000.00", € -   ,25,Full-time employee,Unlimited contract,Spanish,1000+,Consulting / Agency,No
30/11/2020 12:11:41,24,Male,Sofia,ML Engineer,5,0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker","€ 64,000.00", € -   ,"€ 40,000.00", € -   ,20,Full-time employee,Unlimited contract,English,11-50,Startup,No
30/11/2020 12:11:50,35,Male,Frankfurt,Manager ,6,5,Head,C,"Python, C/C++, Docker","€ 90,000.00","€ 7,500.00","€ 88,000.00","€ 7,500.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 12:13:37,27,Male,Rome,Data Scientist,2,0,Junior,SQL,"Python, SQL, Google Cloud","€ 25,300.00","€ 3,000.00","€ 25,300.00",€ 300.00,24,Full-time employee,Temporary contract,Italian,1000+,Consulting / Agency,No
30/11/2020 12:17:06,27,Female,Munich,Backend Developer,6,4,Senior,Java,Python,"€ 85,600.00","€ 10,000.00","€ 75,000.00","€ 10,000.00",25,Full-time employee,Unlimited contract,English,101-1000,Product,No
30/11/2020 12:24:32,29,Male,Bonn,Data Scientist,2,2,Middle,Python,SQL,"€ 55,200.00", € -   ,"€ 50,000.00", € -   ,30,Full-time employee,Temporary contract,English,1000+,Product,No
30/11/2020 12:32:14,29,Male,Berlin,AI Management,6,6,Head,Python,"Python, Azure, Docker","€ 92,000.00","€ 14,000.00","€ 75,000.00","€ 78,000.00",30,Full-time employee,Unlimited contract,German,1000+,Product,No
30/11/2020 12:45:00,34,Male,Berlin,Backend Developer,14,6,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker","€ 96,000.00","€ 100,000.00","€ 85,000.00","€ 90,000.00",29,Full-time employee,Unlimited contract,English,1000+,Startup,No
30/11/2020 12:55:38,35,Male,Luttich,Data Scientist,12,0,Lead,Python,"Python, R, Spark","€ 85,000.00","€ 95,000.00","€ 80,000.00","€ 90,000.00",37.5,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 12:56:08,54,Male,Milano,Sales ,31,6,Head,Network Automation,Python,"€ 110,000.00","€ 100,000.00","€ 110,000.00","€ 100,000.00",29,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No
30/11/2020 13:10:41,31,Male,Berlin,Software Engineer,6,4,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes","€ 90,000.00","€ 99,000.00","€ 80,000.00","€ 80,000.00",28,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 13:17:39,36,Male,Zurich,Backend Developer,15,2,Senior,C++,"C/C++, Java / Scala","€ 172,000.00","€ 100,000.00","€ 169,000.00","€ 120,000.00",25,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 13:33:21,28,Male,Frankfurt,XR Developer,8,1,Lead,C#,"Python, Javascript / Typescript","€ 25,000.00","€ 2,000.00","€ 25,000.00","€ 5,000.00",1,Full-time employee,Temporary contract,English,11-50,Startup,No
30/11/2020 14:30:05,33,Male,Berlin,Backend Developer,13,1.5,Senior,Python,"Python, Go, Docker","€ 83,000.00", € -   ,"€ 73,000.00", € -   ,30,Full-time employee,Unlimited contract,English,51-100,Startup,No
30/11/2020 14:36:32,35,Male,Berlin,Data Engineer,6,6,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker","€ 200,000.00","€ 200,000.00","€ 200,000.00","€ 200,000.00",14,Self-employed (freelancer),Temporary contract,English,11-50,Startup,No
30/11/2020 15:10:35,35,Male,Berlin,Software Engineer,2,2,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker","€ 50,000.00",€ 500.00,"€ 42,000.00",€ 500.00,45,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 15:45:24,29,Male,Berlin,DevOps,11,7,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker","€ 140,000.00", € -   ,"€ 140,000.00", € -   ,5,Self-employed (freelancer),Unlimited contract,English,up to 10,Startup,No
30/11/2020 15:48:04,32,Male,Hamburg,Backend Developer,14,6,Lead,Java,"Javascript / Typescript, .NET, SQL","€ 80,000.00","€ 5,000.00","€ 70,000.00","€ 5,000.00",28,Full-time employee,Unlimited contract,English,101-1000,Startup,No
30/11/2020 16:32:24,30,Male,Munich,Data Scientist,2,2,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark","€ 50,000.00","€ 5,000.00","€ 45,000.00","€ 5,000.00",30,Full-time employee,Unlimited contract,English,11-50,Startup,No
30/11/2020 16:42:50,30,Male,Berlin,ML Engineer,6,2,Middle,Python,"SQL, AWS, Docker","€ 59,000.00", € -   ,"€ 54,000.00", € -   ,28,Full-time employee,Unlimited contract,English,51-100,Startup,No
30/11/2020 16:54:46,30,Male,Frankfurt,Data Scientist,5,4,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker","€ 52,500.00", € -   ,"€ 52,500.00", € -   ,30,Full-time employee,Unlimited contract,English,11-50,Startup,No
30/11/2020 17:05:15,31,Male,Berlin,Data Analyst,7,6,Senior,Sql,"Python, R, SQL","€ 83,000.00","€ 20,000.00","€ 75,000.00","€ 20,000.00",26,Full-time employee,Unlimited contract,English,101-1000,Startup,No
30/11/2020 18:39:45,28,Male,warsaw,Data Scientist,3,0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud","€ 50,000.00","€ 10,000.00","€ 30,000.00","€ 30,000.00",21,Self-employed (freelancer),Unlimited contract,English,101-1000,Product,No
30/11/2020 18:41:07,29,Male,Berlin,Data Scientist,5,2,Senior,Python,"Python, R, SQL, Google Cloud","€ 75,000.00", € -   ,"€ 75,000.00", € -   ,24,Full-time employee,Unlimited contract,English,11-50,Startup,Yes
30/11/2020 20:14:04,40,Male,Mannheim,Software Engineer,9,9,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB","€ 88,000.00","€ 5,000.00","€ 87,000.00","€ 3,000.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 21:45:21,38,Male,Munich,Product Manager,12,12,Senior,Node,"Python, PHP, SQL","€ 74,000.00","€ 14,000.00","€ 71,000.00","€ 11,000.00",30,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 21:48:26,32,Male,Berlin,Data Engineer,7,5,Senior,Python/SQL,"AWS, Kubernetes, Docker","€ 82,000.00","€ 82,000.00","€ 75,000.00","€ 80,000.00",30,Full-time employee,Unlimited contract,English,101-1000,Product,No
30/11/2020 21:57:56,37,Male,Berlin,Data Scientist,10,10,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker","€ 82,000.00", € -   ,"€ 79,000.00", € -   ,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
30/11/2020 21:58:51,29,Male,Karlsruhe,DevOps,6,5,Senior,"php, js, python, docker","SQL, AWS, Azure","€ 64,800.00","€ 9,450.00","€ 58,800.00","€ 7,050.00",30,Full-time employee,Unlimited contract,English,11-50,Startup,No
30/11/2020 22:42:01,39,Male,Berlin,Software Engineer,12,6,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker","€ 82,000.00","€ 2,000.00","€ 80,000.00", € -   ,30,Full-time employee,Unlimited contract,English,1000+,Product,No
30/11/2020 22:42:57,32,Male,Vienna,DataOps Team Lead,10,10,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker","€ 80,000.00","€ 40,000.00","€ 80,000.00","€ 35,000.00",25,Full-time employee,Unlimited contract,German,1000+,Transport & Logistics,No
30/11/2020 23:38:05,30,Male,Berlin,Software Engineer,9,1,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust","€ 77,000.00", € -   ,"€ 74,000.00", € -   ,26,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 00:06:49,32,Female,Munich,Data Scientist,5,5,Senior,Python ,"Python, Go","€ 80,000.00", € -   ,"€ 75,000.00", € -   ,30,Full-time employee,Unlimited contract,German,1000+,Product,No
01/12/2020 00:38:14,25,Male,Hamburg,Backend Developer,5,1,Middle,Java,"Kotlin, SQL","€ 53,500.00","€ 53,500.00","€ 50,000.00","€ 50,000.00",29,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 08:39:16,39,Male,Siegen,Software Engineer,16,6,Senior,Embedded,C/C++,"€ 62,400.00","€ 5,000.00","€ 60,000.00","€ 5,000.00",30,Full-time employee,Unlimited contract,Russian,1000+,Product,No
01/12/2020 09:47:47,32,Male,Innsbruck,Data Scientist,3,0,Senior,Python,"R, SQL, AWS, Google Cloud","€ 62,000.00","€ 3,000.00","€ 62,000.00","€ 3,000.00",25,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 09:50:38,30,Female,Munich,Frontend Developer,9,3,Senior,"JavaScript, TypeScript",PHP,"€ 60,000.00","€ 4,000.00","€ 51,000.00","€ 4,000.00",28,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 10:48:26,28,Female,Berlin,Data Analyst,3,2.5,Middle,SQL,"Python, Javascript / Typescript, Ruby, AWS","€ 53,000.00", € -   ,"€ 43,000.00", € -   ,30,Full-time employee,Unlimited contract,English,101-1000,Product,No
01/12/2020 12:29:04,28,Male,Berlin,Data Scientist,6,6,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud","€ 78,000.00", € -   ,"€ 78,000.00", € -   ,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No
01/12/2020 13:56:36,35,Male,Berlin,Software Engineer,20,5,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker","€ 100,000.00", € -   ,"€ 90,000.00", € -   ,32,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 14:21:01,23,Female,Berlin,Data analyst ,1,1,Junior,Sql ,"Python, R, SQL, Google Cloud","€ 36,000.00","€ 36,000.00","€ 36,000.00","€ 36,000.00",28,Full-time employee,Unlimited contract,English,1000+,Startup,No
01/12/2020 14:33:35,28,Male,Munich,Software Engineer,3,3,Junior,.NET,"Python, C/C++, .NET","€ 65,000.00","€ 13,000.00","€ 65,000.00","€ 13,000.00",30,Full-time employee,Unlimited contract,English,1000+,Finance,No
01/12/2020 14:58:24,36,Male,Berlin,Software Engineer,10,10,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker","€ 100,000.00","€ 35,000.00","€ 85,000.00","€ 28,500.00",28,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 16:36:05,28,Male,Zurich,Software Engineer,6,0,Middle,C++,"Python, C/C++, Java / Scala","€ 100,000.00","€ 18,000.00","€ 140,000.00","€ 73,000.00",25,Full-time employee,Unlimited contract,German,11-50,Product,No
01/12/2020 18:58:24,26,Female,Prague,Software Engineer,4,1,Middle,C#,.NET,"€ 64,000.00", € -   ,"€ 55,000.00", € -   ,25,Full-time employee,Unlimited contract,"Russian, English",1000+,Product,No
01/12/2020 19:09:43,26,Male,Berlin,Product Analyst,4,3,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud","€ 55,000.00", € -   ,"€ 45,000.00", € -   ,26,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 19:26:55,31,Male,Munich,Software Engineer,5,2,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker","€ 74,000.00","€ 3,000.00","€ 68,000.00","€ 3,000.00",27,Full-time employee,Unlimited contract,English,1000+,Product,No
01/12/2020 20:57:41,34,Female,Hildesheim ,QA Engineer,11,2,Senior,QA,"Python, SQL","€ 60,000.00","€ 2,000.00","€ 60,000.00","€ 1,000.00",30,Full-time employee,Unlimited contract,German,1000+,Product,No
02/12/2020 00:27:03,31,Male,Berlin,Software Engineer,7,2,Senior,Java,"SQL, AWS, Kubernetes, Docker","€ 75,000.00","€ 12,500.00","€ 75,000.00","€ 12,500.00",30,Full-time employee,Unlimited contract,English,101-1000,Product,No
02/12/2020 08:56:43,36,Male,Berlin,Backend Developer,16,8,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker","€ 120,000.00","€ 120,000.00","€ 120,000.00","€ 120,000.00",30,Full-time employee,Unlimited contract,English,101-1000,Startup,No
02/12/2020 12:06:42,30,Male,Berlin,Backend Developer,4,2,Middle,python,Python,"€ 58,000.00", € -   ,"€ 55,000.00", € -   ,24,Full-time employee,Unlimited contract,English,101-1000,Product,No
